id,level,grammar_point,connection,meaning,examples
660,N1,～とあいまって,体言,与～相互作用；～再加上～,"[{""jp"": ""好天と相まって、この日曜は人出が多かった"", ""cn"": ""这个星期天又赶上好天，街上人很多""}, {""jp"": ""人一倍の努力と相まって、周さんはきっと成功すると思う"", ""cn"": ""在加上超过常人的努力，我认为小周一定能够成功""}]"
661,N1,～とあって,动词连用形；体言,因说是～所以～；如果说是～,"[{""jp"": ""有名な観光地とあって、観光客が多いようだ"", ""cn"": ""愿望说是有名的游览胜地，所以来观光的人很多""}, {""jp"": ""世界中の珍味が味わえると会って、その会場は多くの人でにぎわっていた"", ""cn"": ""愿望说是可以品尝到世界各地的美味所以那个场馆来的人很多很热闹""}]"
662,N1,～とあれば,动词连用形；体言,因说是～所以～；如果说是～,"[{""jp"": ""子供のためとあれば、長年ためておいたお金を全部出しても惜しまないという親が多い。"", ""cn"": """"}]"
663,N1,～といい～といい,体言,无论～还是～都～；无论～也好～，也好～,"[{""jp"": ""壁といい、ソファーといい、薄汚れた感じだ"", ""cn"": ""无论是墙壁，还是沙发，都令人感到脏乎乎的""}, {""jp"": ""昨日といい、今日といい、なんと言う暑い日が続くのだろう"", ""cn"": ""无论是昨天还是今天，天天都是这么热的天""}]"
664,N1,～というと,体言,听说～；据说～,"[{""jp"": ""1.先生は三月でこの大学を辞めになるという"", ""cn"": ""听说老师三月份就辞去这所大学""}, {""jp"": ""昨日、池田さんが急病で入院したということです"", ""cn"": ""听说，昨天池田因急病住医院了""}]"
665,N1,～というところだ,体言,（表示范围，程度，情况）大致是～（的样子）,"[{""jp"": ""時給は７００円から１０００円というところだ"", ""cn"": ""每小时的工钱大致是 700 至 1000 日元""}]"
666,N1,～といったところだ,体言,（表示范围，程度，情况）大致是～（的样子）,"[{""jp"": ""帰省？まあ、２年に１回といったところだ"", ""cn"": ""回家？差不多两年一趟吧""}]"
667,N1,～といえども,体言,即使～也～； 虽然～但是～；无论～都～,"[{""jp"": ""～とは言うものの"", ""cn"": ""虽说～可是～；虽然～可是～（后项一般是消极，否定的叙述）""}, {""jp"": ""いかなる権利者といえども、人人の生存の権利を奪うことは許されない"", ""cn"": ""无论是什么样的有权人，都不允许剥夺人们生存的权力""}, {""jp"": ""金持ちといえども幸せとは限らない"", ""cn"": ""虽然有钱，但不一定幸福""}]"
668,N1,～といえば（といったら）,体言,要说～；提到～就～；一提～就一定～,"[{""jp"": ""温泉と言うとすぐ熱海（あたみ）が頭に浮かぶ"", ""cn"": ""提到温泉，脑海里马上就浮现出热海（温泉）""}, {""jp"": ""株といえば最近は上がっているね"", ""cn"": ""要说股票，最近在上涨啊""}, {""jp"": ""彼のカラオケと言ったら、聞くにたえないものだ"", ""cn"": ""要说他的卡拉ＯＫ，简直是不堪入耳""}]"
669,N1,～といったらありはしない,形容词终止形；体言,没有比～,"[{""jp"": ""銀色の世界の雪景色は美しいといったらありはしない"", ""cn"": ""没有比一片银色世界的雪景更美的了""}]"
670,N1,～といったらない,形容词终止形；体言,没有比～更～；,"[{""jp"": ""昨夜、暗い夜道を１人で歩いて帰った"", ""cn"": ""昨晚一人走漆黑的夜路回家，那种孤寂感就无法说了""}, {""jp"": ""朝からテレビをつけてやかましいと言ったらない"", ""cn"": ""从早晨就打开电视，吵得不得了""}, {""jp"": ""その時の表情はおかしいと言ったらなかった"", ""cn"": ""当时的表情之可笑简直无法形容""}]"
671,N1,～といったらありゃしない,同 102,,[]
672,N1,～といっても,用言终止形；体言,虽说（是）～可是也～；就说～也是～,"[{""jp"": ""も例：1、ビルと言っても、三階建ての小さなものだ"", ""cn"": ""虽说是大楼，也是三层建筑的小楼""}, {""jp"": ""アルバイトの給料をもらったと言っても百元だけですよ"", ""cn"": ""虽说得了打工的酬金，可只是一百元哪""}, {""jp"": ""忙しいと言っても週末にデートする時間はありますよ"", ""cn"": ""虽说忙，可是周末约会的时间是有啊""}]"
673,N1,～とおもいきや,动词终止形,以为～哪曾想～；不料～（雅语．强调非常意外，一次未曾想过）,"[{""jp"": ""あきらめると思いきや，またやりだした"", ""cn"": ""以为他就此作罢了，没想到又干起来了""}, {""jp"": ""ちゃんと受け取ったと思いきや、まだ届いていないそうだ"", ""cn"": ""以为已经收到了，哪曾想还没寄到""}]"
674,N1,～と思うと（と思ったら）,动词过去式,刚一～（马上）就～；一～就～,"[{""jp"": ""泣いたと思うと笑い出した"", ""cn"": ""刚一哭，马上又笑了起来""}, {""jp"": ""立ち上がったと思ったらすわりこんだ"", ""cn"": ""刚一站起来就坐下了""}]"
675,N1,～とか,动词终止形,据说～；说什么～（表示记不清或不确实的传闻，实际是＂とか言うことだ＂或＂とかいう話だ＂的省略）,"[{""jp"": ""北海道は昨日大雪だったとか"", ""cn"": ""据说北海道昨天下了大雪""}, {""jp"": ""木村さんはアメリカへ留学したとか"", ""cn"": ""听说木村君去美国留学了""}]"
676,N1,～ときたら（ときては）,体言,提到～的话；提起～来；要说～；至于～,"[{""jp"": ""あいつときたらどうしようもない"", ""cn"": ""提起那家伙来，真拿他没办法""}, {""jp"": ""彼は頭がいいが、邉婴趣郡椤ⅳ激螭激螭坤幛馈＃艽厦鳎伤档捞逵幕埃裁炊疾恍衆"", ""cn"": """"}]"
677,N1,～ところ,动词过去式,可是～；果真～；果然～（表示后述事项是前述事项的结果）,"[{""jp"": ""先生のお宅へ伺ったところあいにくお留守だった"", ""cn"": ""拜访老师，可是偏巧不在家""}, {""jp"": ""遅れると思って急いでいったところが、誰も来ていなかった"", ""cn"": ""以为能迟到了赶忙去，可是谁也没来""}, {""jp"": ""やってみたところが意外にやさしかった"", ""cn"": ""试着干了一下，可是意外地容易""}]"
678,N1,～どころか,用言连体形；体言,不但（不）～反而～；岂止～连～也～；别说～就连～也～,"[{""jp"": ""この留学生は漢字どころかひらがなもよく書けない"", ""cn"": ""这个留学生别说是汉字，就连平假名也写不好""}, {""jp"": ""天気がよくなるどころかひどい嵐になった"", ""cn"": ""天气不但没有好，反而变暴风雨了""}, {""jp"": ""今日の試験は易しいどころかとても難しかった"", ""cn"": ""今天的考试别说容易，还很难""}]"
679,N1,～ところを,用言连体形,～的时候（意外地）却～(表示正处于一种状态时，意外地或突然地出现另一状态，使前者受到影响）,"[{""jp"": ""お忙しいところをお邪魔してすみません"", ""cn"": ""正忙的时候来打扰您，非常抱歉""}, {""jp"": ""危ないところを助けて頂いて、本当にありがとうございました"", ""cn"": ""您救我于危难之中，非常感谢""}, {""jp"": ""いつもの年ならもう夏服を着るところを、肌寒い日が続くので、まだ厚着をしております"", ""cn"": """"}]"
680,N1,～としたって,用言终止形；体言,即使～也～；尽管～也～；就是～也～,"[{""jp"": ""あの問題は複雑でもないのみ今まだ解決だれていない。この問題にしたって同じことだ"", ""cn"": """"}, {""jp"": ""いくら逃げようとしたってもうだめだ"", ""cn"": ""就是怎么想跑掉，也不行了（跑不掉了）""}]"
681,N1,～としたところで,体言,即使（作为）～；即使出于～的立场,"[{""jp"": ""営業の経営者としたところで、これほど不況が長引くとは思っても見なかったろう"", ""cn"": """"}, {""jp"": ""私としたって、名案があるわけではない"", ""cn"": ""即使我也没有什么妙主意""}]"
682,N1,～としたら,用言终止形；体言,如果～就～；要是～,"[{""jp"": ""ここ二百万あるとしたらどう使いますか"", ""cn"": ""如果这里有一百万日元，你怎么用呢？""}, {""jp"": ""行くとすれば明日だ"", ""cn"": ""要是去的话，就是明天去""}, {""jp"": ""約束の時間が三時だとするとあと十分しかない"", ""cn"": ""如果约会时间是三点钟，就只有十分钟了""}]"
683,N1,～としても,体言,作为～的话；以～的身份（或姿格）～,"[{""jp"": ""彼は友達としてとても信頼できる人です"", ""cn"": ""他作为朋友是完全可以信赖的人""}, {""jp"": ""私の父は親としては優しいですが、大学の先生としては厳しいです"", ""cn"": ""我父亲作为父亲很慈祥，但作为大学教师就很严格""}, {""jp"": ""彼女は妻としても母としてもすばらしかった"", ""cn"": ""她无论作为妻子或母亲都做得很出色""}, {""jp"": ""我々は大学生としての自覚を高めなければならない"", ""cn"": ""我们应该提高（作为）大学生的自觉性""}]"
684,N1,～とすれば,见 115,,[]
685,N1,～とたん,动词过去形,正当～的时候；就～；刚一～的时候，就～,"[{""jp"": ""立ち上がったとたん、頭をぶつけた"", ""cn"": ""刚一站起来，就把头撞上了""}, {""jp"": ""家を出たとたんに雨が降り出した"", ""cn"": ""刚一出门，就下起雨来了""}]"
686,N1,～とて,动词过去式,即使,"[{""jp"": ""一生懸命働いたとて、給料が上がるわけではない"", ""cn"": ""即使拼命工作工资也没有上涨""}, {""jp"": ""時間をかけたとて、良い作品ができるとは限らない"", ""cn"": ""即使花了时间，也不一定能作出好的作品""}]"
687,N1,～とは,用言终止形；体言,竟然，没想到竟～,"[{""jp"": ""ここで君に会うとは"", ""cn"": ""没想到竟然在这儿遇见你""}, {""jp"": ""そこまで言うとは、彼も相当なものだ"", ""cn"": ""竟说到这种程度，他也真了不起""}, {""jp"": ""殻が入社試験にパスできなかったとは思いもよらなかった"", ""cn"": ""没想到他竟然没通过公司的招聘考试""}]"
688,N1,～たばかりに,动词过去式,只因为～（多导致坏的结果）,"[{""jp"": ""つまらぬ冗談を言ったばかりに、彼女と別れることになってしまった"", ""cn"": ""只因为开了个小玩笑，结果和她分手了""}, {""jp"": ""勇断したばかりに事故を起こしてしまった"", ""cn"": ""只因马虎，造成了事故""}]"
689,N1,～にひきかえ（に）,体言；（文）＋の,与～正好相反,"[{""jp"": ""現］例：1、女子チームの活躍ぶりにひきかえ、男子チームの負け方はひどかった"", ""cn"": ""和女队的活跃正好相反，男队都惨败""}, {""jp"": ""隣の子は親の手伝いもするし勉強もできる。それにひきかえうちの子は毎日遊んでばかりいる"", ""cn"": """"}]"
690,N1,～ともなく（ともなれば）,动词终止形；体言,无意中～；不知不觉地～,"[{""jp"": ""散歩がてらに来るともなく先生の家の前へ来た"", ""cn"": ""散着步不知不觉地来到老师家的门前""}, {""jp"": ""聞くともなしに２人の話を聞いてしまった"", ""cn"": ""无意中听到了两个人的谈话""}, {""jp"": ""［体言］＋ともなれば（或：ともなると）"", ""cn"": ""一旦到了～；一旦成为～（表示强调）""}, {""jp"": ""春ともなると、そんなに寂しく感じられなくなるだろう"", ""cn"": ""一旦到了春天，就不会让人感到这样荒凉了吧""}, {""jp"": ""自分がお母さんともなれば、こんなわがままを言っていられなくなるだろう"", ""cn"": ""一旦自己做了妈妈，就不会这么任性了吧""}]"
691,N1,～ないではいられない,动词未然形,不能不～；不由得～,"[{""jp"": ""それを聞くと私も一言言わないではいられなかった"", ""cn"": ""听到那个话我也不能不不说几句""}, {""jp"": ""みんなはその漫才を聞いて腹を抱えて笑わないでいられなかった"", ""cn"": ""大家听了那个相声，不由得捧腹大笑""}, {""jp"": ""ミンナはその映画の女主人公の薄命に涙を流さずに入られなかった"", ""cn"": ""大家不能不为那部影片的女主角的薄命而流泪""}]"
692,N1,～ないではおかない,动词未然形,不得不～；必须得～,"[{""jp"": ""毎日遅刻しているのだから、注意しないではおかない"", ""cn"": ""他每天都迟到，必须得提醒他""}, {""jp"": ""こっちが悪かったから、謝らないではすまないだろう"", ""cn"": ""是我（们）不好，不认错恐怕不行吧！""}]"
693,N1,～ないではすまない,同 125,,[]
694,N1,～ないまでも,动词未然形,即便不是～也～；即使没有～也～（＂まで＂表示程度，即使达不到某种程度）,"[{""jp"": ""空港まで迎えに行かないまでも、門お前で待つべきだろう"", ""cn"": ""即使不到机场去接，也该在门前等候吧""}, {""jp"": ""全部できないまでも、できるだけやろう"", ""cn"": ""即使不能全干，但我会尽最大努力的""}]"
695,N1,～ないものでもない,动词未然形,不见得不～,"[{""jp"": ""ひょっとしたら、引き受けないものでもない"", ""cn"": ""或许不见得不答应干""}, {""jp"": ""一生懸命頼めば、やってくれないものでもない"", ""cn"": ""恳切地去求他的话，也不见得不干""}, {""jp"": ""努力さえすれば成功できないものでもない"", ""cn"": ""只要努力，不见得不能成功""}]"
696,N1,～ながら（ながらも）,动词连用形；形容词终止形；形容词词干；体言,尽管～却～；虽然～但～；连～也～,"[{""jp"": ""（也可以省去＂も＂）　　类义形：～つつ（も）；～のに"", ""cn"": """"}, {""jp"": ""知っていながら知らないふりをしている"", ""cn"": ""虽然知道，但装作不知道""}, {""jp"": ""狭いながら楽しいわが家"", ""cn"": ""虽然狭小，但却是很快乐的家""}, {""jp"": ""張さんはいやいやながらも引き受けた"", ""cn"": ""小张虽不愿意还是接受下来了""}, {""jp"": ""われながら（も）うまくやったと思う"", ""cn"": ""连自己也觉得干得不错""}, {""jp"": ""残念ながらそのことについては何もお答えできません"", ""cn"": ""很遗憾，对此无可奉告""}]"
697,N1,～なくして（なくしては、なくとも）,体言,没有～（的话）还～；没有～就～（＂て＂，＂ては,"[{""jp"": ""＂表示条件．常用＂～なくしては～ない＂的形式，表示＂如没有～就～）"", ""cn"": """"}, {""jp"": ""愛なくして何の人生か"", ""cn"": ""没有爱还算什么人生""}, {""jp"": ""真の勇気なくしては正しい行動を取ることはできない"", ""cn"": ""没有真正的勇气，就不可能采取正确的行动""}]"
698,N1,～ならそれまでだ,,,[]
699,N1,～ならでは（の）,体言,只有～，除非～，除～之外；若不是～是不～,"[{""jp"": ""彼ならでは不可能なことだ"", ""cn"": ""只有他才可能做的事情""}, {""jp"": ""これが母親ならではの気遣いだ"", ""cn"": ""这是只有母亲才可能有的牵挂""}, {""jp"": ""ふるさとならではの味わいだ"", ""cn"": ""只有故乡才可能尝到的滋味""}]"
700,N1,～なり（なりの、なりに）,动词终止形,一～就～，刚一～马上就～,"[{""jp"": ""や"", ""cn"": ""刚一～马上就～（表示两个动作在很短时间内或几乎同时发生）""}, {""jp"": ""帰ってくるなり寝てしまった"", ""cn"": ""刚一回来马上就睡下了""}, {""jp"": ""妹はそれを見るなり欲しいと言う"", ""cn"": ""妹妹一见到就说要""}, {""jp"": ""［体言］＋なりに（或：～なりの）"", ""cn"": ""那样；那般（表示与～相应的）""}, {""jp"": ""これは私なりに考えて出した結論だ"", ""cn"": ""这还是我自己经过考虑得出的结论""}, {""jp"": ""彼には彼なりのやり方があるはずだ"", ""cn"": ""他肯定有他自己的一套做法""}]"
701,N1,～にあたって（にあたり）,动词连体形；体言,当～的时候；在～的时候,"[{""jp"": ""開会に当たって一言（いちごん）ご挨拶を申し上げます"", ""cn"": ""当此开会之际，请让我说几句""}, {""jp"": ""仕事を始めるにあたり、注意事項を説明する"", ""cn"": ""在开始工作时，说明注意事项""}]"
702,N1,～なあって,,,[]
703,N1,～に至って（は、も）,动词连体形；体言,到达～；到～；及～,"[{""jp"": ""ことここにいたってはどうしようもない"", ""cn"": ""事已至此，没有任何办法了""}, {""jp"": ""いい成績を取りたい気持ちは分かるが、そのためにカンニングまでするにいたってはやはり許せない"", ""cn"": """"}]"
704,N1,～に至る,,,[]
705,N1,～に至るまで(の）,动词连体形；体言,至～；（直)到～,"[{""jp"": ""この展覧会は公開にいたるまでに、多くの困難があった"", ""cn"": ""这个展览会直到开展，遇到了很多困难""}, {""jp"": ""両親の許しを得るにいたるまで、大変だった"", ""cn"": ""直至得到父母的同意，费了很大的周折""}]"
706,N1,～に応じた,体言,按照～；根据～；随着～；适应～；响应～；答应～,"[{""jp"": ""そういう場合は年齢に応じた対処をすべきだ"", ""cn"": ""在那种情况治安，应该采取适应的年龄措施""}, {""jp"": ""予算に応じてパーティーの計画をたてる"", ""cn"": ""根据预算作晚会的计划""}, {""jp"": ""場合に応じては会議に出席しないこともある"", ""cn"": ""根据情况有时不出席会议""}, {""jp"": ""すべての要求に応じても今の子供は満足しないだろう"", ""cn"": ""即使答应所有的要求，现在的孩子也不会满足吧""}]"
707,N1,～に応じて,见 139,,[]
708,N1,～にかかわらず(にかかわりなく),体言,不论～（都）～；不管～（都）～；不拘～,"[{""jp"": ""晴雨にかかわらず船が出る"", ""cn"": ""不论晴雨天都开船""}, {""jp"": ""木はその大きさにかかわりなく水に浮く"", ""cn"": ""树木不管其大小都能浮上水面""}, {""jp"": ""会社での地位にはかかわりなく彼はみんなから好かれている"", ""cn"": ""不管在公司里的地位如何，他得到大家的爱戴""}]"
709,N1,～に限って,体言,,"[{""jp"": ""うちの子に限ってそんなことはしない"", ""cn"": ""唯有我家的孩子决不做那种事""}, {""jp"": ""雨の日に限って、バスもタクシーも来ない"", ""cn"": ""偏偏在雨天，公共汽车和出租汽车都不来""}, {""jp"": ""この問題に限っては辞書を見てもいい"", ""cn"": ""只有这道题可以看字典""}, {""jp"": ""五歳以下の子供に限り無料"", ""cn"": ""唯有五岁以下儿童免费""}]"
710,N1,～に限らず,体言,不仅～；不限于～；（前接不定词时）不论～；不管～,"[{""jp"": ""の例：1、男性に限らず女性もハイテク企業に進出している"", ""cn"": ""不仅男性，女性也进入高新技术企业""}, {""jp"": ""私はクラシックに限らず、あらゆるジャンルの音楽が好きです"", ""cn"": ""我不限于古典，喜欢一切风格的音乐""}, {""jp"": ""彼は何事に限らず成功する"", ""cn"": ""他无论什么事都能成功""}]"
711,N1,～に限り,同 142,,[]
712,N1,～にかけては（にかけても）,体言,关于～方面（也）；在～上（也）；论～（也）,"[{""jp"": ""暗算の速さにかけては彼にかなうものはいない"", ""cn"": ""论心算的速度，没有人比得上他""}, {""jp"": ""遊ぶことにかけても彼ほど遊び上手な人はいません"", ""cn"": ""在玩的方面也没有像他那样会玩的人""}]"
713,N1,～にかたくない,动词连体形；体言,不难～,"[{""jp"": ""自分もその立場にたって考えれば、想像にかたくない"", ""cn"": ""自己也站在其立场考虑的话，是不难想像的""}, {""jp"": ""当時の母親のつらさを察するにかたくない"", ""cn"": ""不难谅察当时母亲的艰难""}]"
714,N1,～に関して(に関しても）,体言,关于～（也）；就～,"[{""jp"": ""このことに関してあなたの意見を聞かせてください"", ""cn"": ""关于这个问题，请谈谈你的意见""}, {""jp"": ""本日の会議の結果に関しましては、文書にして配付させていただきます"", ""cn"": ""关于今天会议的结果，将形成文件分发（给大家）""}, {""jp"": ""他の営養素だけだなく、カルシウムを錠剤で取ることに関しても賛否両論があります"", ""cn"": """"}]"
715,N1,～に関する,体言,关于～的；有关～,"[{""jp"": ""その事件に関する情報はまだ入っていない"", ""cn"": ""有关那个事件的消息还没收到""}, {""jp"": ""子に実験に関することで注意しなければならないことがありますか"", ""cn"": ""有没有关于这个实验应该注意的事项？""}]"
716,N1,～に際し(にさいして、に際しての）,体言,当～时；当～之际,"[{""jp"": ""卒業に際して、先生がたに心からお礼を申し上げます"", ""cn"": ""当毕业之际，向各位老师表示衷心的谢意""}, {""jp"": ""出発に際し、抱負（ほうふ）を述べた"", ""cn"": ""在出发时，谈了抱负""}, {""jp"": ""投票に際しての注意事項を説明した"", ""cn"": ""说明了在投票时的注意事项""}]"
717,N1,～にしたところで,体言,即使（作为）～；即使出于～的立场,[]
718,N1,～にしたら,体言,（若是）把～定为～（的话）；假定～（的话）,"[{""jp"": ""あの人の身にしたら、そうするよりほかなかったと思う"", ""cn"": ""我认为若是（处在）他的（立场的）话，只能那样做""}, {""jp"": ""誕生日のパーティーは土曜日にすればみんな参加できる"", ""cn"": ""若把生日晚会定在星期六的话，大家都能参加""}]"
719,N1,～にして（にしては）,体言,甚至～；连～都～,"[{""jp"": ""あの優秀な彼にして子にような失敗をするのだから、ほかの人ができないのも無理はないだろう"", ""cn"": """"}, {""jp"": ""天才の彼にして解決できなかった問題がある"", ""cn"": ""连他这样的天才也有解决不了的问题""}, {""jp"": ""［动词连体形；体言］＋にしては"", ""cn"": ""作为～来说；就～而言""}, {""jp"": ""彼の中国語は外国人にしてはうまい"", ""cn"": ""他的汉语，作为外国人来说，是很好的""}, {""jp"": ""この会社のボーナスは不景気にしては結構よかった"", ""cn"": ""这家公司的奖金，就不景气的年头来说，还是满好的""}, {""jp"": ""この作文は小学生が書いたにしてはよくできている"", ""cn"": ""这篇作文作为小学生写的来说，写得很好""}]"
720,N1,～にしても,用言连体形；体言,即使～也～；作为～来说也～；（前接不定词时）无论～都～；尽管～但是～,"[{""jp"": ""ても例：1、私にしても同じ気持ちだ"", ""cn"": ""作为我来说也是同样的心情""}, {""jp"": ""忙しくて会議に出席できなかったにしても、あらかじめ連絡すべきだった"", ""cn"": ""即使很忙没能出席会议，也应该预先联系一下""}, {""jp"": ""若干（じゃっかん）の問題があるにしてもこの作品は一読（いちどく）に値（あたい）がある"", ""cn"": ""尽管有若干问题，但这部作品还是值得一读""}]"
721,N1,～にしろ,动词，形容词终止形；形容动词词干；体言,无论～还是,"[{""jp"": ""～；（无论）～也好～也好；即使～也～　　　类义形：～であれ～であれ；～であろうと～であろうと　　　　　　　～にしても～にしても"", ""cn"": """"}, {""jp"": ""与党にしろ野党にしろその議題については意見が一致した"", ""cn"": ""无论执政党还是在野党，对那个议题意见一致""}, {""jp"": ""何も知らなかったにせよそうするのはよくない"", ""cn"": ""即使什么也不知道，那么做也不好""}, {""jp"": ""どんな事情があるにもせよ、無断で何日も仕事を休むのはよくない"", ""cn"": ""不管有什么情况，事前未经允许，缺勤好几天也不好""}]"
722,N1,～に過ぎない,动词连体形；体言,只不过是～,"[{""jp"": ""なんと言っても僕はまだ一介の会社員に過ぎない"", ""cn"": ""不管说什么，我还只不过是个公司职员""}, {""jp"": ""もう漢字が書けるといっても百字程度覚えたに過ぎない"", ""cn"": ""虽说已经会写汉字了，但只不过是记了一百来个字而已""}]"
723,N1,～にせよ,见 154,,[]
724,N1,～に相違ない,动词，形容词连体形；形容动词词干；体言,一定（是）～,"[{""jp"": ""これは私のなくした自転車に相違ない"", ""cn"": ""这一定是我丢失的自行车""}, {""jp"": ""彼はもう帰国したに相違ない"", ""cn"": ""他一定是已经回国了""}]"
725,N1,～即した（に即して）,体言,就～；符合～,"[{""jp"": ""現実に即して、考えたり行動することが大切だ"", ""cn"": ""符合实际去思考，行动是非常重要的""}, {""jp"": ""当時に即して考え方をしなければ理解できないことがたくさんある"", ""cn"": ""如果不就当时的情况考虑问题，会有很多理解不了的事情""}]"
726,N1,～にたえる（にたえない）,动词连体形；体言,耐～；经得起～；（不）值得～；（不）堪～,"[{""jp"": ""強震にたえるような設計をするために大変苦労した"", ""cn"": ""为了进行耐强震的设计，他费了很大的劲""}, {""jp"": ""なかなか鑑賞に堪える絵だ"", ""cn"": ""是一张非常经得起鉴赏的画""}, {""jp"": ""とても聞くに堪えない話を聞かされた"", ""cn"": ""听了真是不堪入耳的事情""}, {""jp"": ""彼の死を聞いて、遺憾に堪えない"", ""cn"": ""听了他的死讯，不胜遗憾""}]"
727,N1,～に足る,动词连体形,值得～；值得～的～；足以～,"[{""jp"": ""これは信じるに足る報道だ"", ""cn"": ""这是值得相信的报道""}, {""jp"": ""とるに足らぬ説だから、信じる必要がない"", ""cn"": ""这是不足为取的定论，没必要相信""}]"
728,N1,～につけ（につけて、つけても）,用言连体形；体言,因而～；一～就～；每逢～就～；～也好,"[{""jp"": ""亡くなった母の写真を見るにつけ、涙がこぼれてくる"", ""cn"": ""每逢看到已故的母亲的照片就流泪""}, {""jp"": ""学校の成績がいいにつけ、悪いにつけ、母はいつも私を励ましていた"", ""cn"": ""不管学习的成绩好还是不好，母亲总是鼓励着我""}, {""jp"": ""雨につけても風につけても、故郷の祖母のことが思い出される"", ""cn"": ""每逢下雨刮风都不由得想起在故乡的祖母""}, {""jp"": ""今年の冬の寒さは列年になく厳しい。それにつけても案じられるのは故郷の母のことである"", ""cn"": """"}, {""jp"": ""あの２人の仲はよほど悪かったのか、何につけても対立していた"", ""cn"": ""看来那两个人的关系相当不好，不管对什么都在搞对立""}]"
729,N1,～にはあたらない,动词连体形；体言,不值得～，用不着～,"[{""jp"": ""たかが子供がすることじゃない"", ""cn"": ""充其量不就是小孩子做的事吗？用不着这么吃惊""}, {""jp"": ""非難には当たらない"", ""cn"": ""不值得去谴责""}]"
730,N1,～にはかかわりなく,见 141,,[]
731,N1,～にひきかえ,体言,与～正好相反，～；与～完全不同，～,"[{""jp"": ""勉強家の兄にひきかえ、弟は怠け者だ"", ""cn"": ""与学习用功的哥哥相反，弟弟非常懒惰""}, {""jp"": ""昨日の好天にひきかえ、今日はすごい雪だ"", ""cn"": ""跟昨天的好天相反，今天大雪纷飞""}]"
732,N1,～にほかならない,体言,无非是～；不外乎是～；就是～,"[{""jp"": ""この成果はあなたの努力の結果にほかならない"", ""cn"": ""这个成果无非是你努力的结果""}, {""jp"": ""個人の得失を顧みず決然と帰国したのは彼が祖国を深く愛しているからにほかならない"", ""cn"": ""不顾各人得失毅然回国，无非是他深深地爱着祖国""}]"
733,N1,～にあるまじき,,,[]
734,N1,～にもかかわらず,用言连体形；体言,尽管～；虽然～但是～,"[{""jp"": ""雨にもかかわらず彼は出かけた"", ""cn"": ""虽然下雨，但是他还是出门了""}, {""jp"": ""あの人はたくさん食べるにもかかわらずやせている"", ""cn"": ""尽管他吃得很多，但还是瘦""}]"
735,N1,～にもまして,体言,比～；胜过～,"[{""jp"": ""それにもまして気がかりなのは家族の健康だ"", ""cn"": ""比其更让我操心的是家里人的健康问题""}, {""jp"": ""去年にもましていい成績をとるように頑張っている"", ""cn"": ""我正在为取得比去年更好的成绩而努力着""}]"
736,N1,～によっては,体言,因～不同～；由于～不同～；有时候～,"[{""jp"": ""人によっは反対するかもしれない"", ""cn"": ""不同的人也许会有反对的意见""}, {""jp"": ""最近の調査によると青少年の犯罪は増える一方だそうだ"", ""cn"": ""据最近的调查青少年的犯罪率呈增长的趋势""}, {""jp"": ""未成年の喫煙は法律によって禁じられている"", ""cn"": ""根据法律禁止未成年人吸烟""}, {""jp"": ""地震による被害は総額五千億円にも達した"", ""cn"": ""地震带来的灾害已达 5 千亿日元""}]"
737,N1,～によらず,,,[]
738,N1,～ぬきで（ぬきでは）,体言,省去；抛开,"[{""jp"": ""最近朝来は抜きで授業に出る学生が多い"", ""cn"": ""近来，很多学生不吃早饭就来上课""}, {""jp"": ""まじめな話だから、冗談ぬきでいきたいと思う"", ""cn"": ""因为是极认真的事情，所以我想抛开玩笑直接进入正题""}]"
739,N1,～ぬきに（ぬきには）,体言,省去；抛开,"[{""jp"": ""資金の問題をぬきにしては、何も始まらないと思う"", ""cn"": ""我认为抛开资金问题不谈的话，其他就什么也做不了""}]"
740,N1,～ぬきの,,,[]
741,N1,～に至り,体言,～之至；非常～；至为～（多为表示积极的意思，多用于书面语）,"[{""jp"": ""このような盛会に出席させて頂いて、光栄の至です"", ""cn"": ""能出席这样的盛会，非常荣幸""}, {""jp"": ""非常な歓迎ぶりで感激の至りです"", ""cn"": ""对于热烈的欢迎，至为感动""}]"
742,N1,～に極み,体言,非常～；～之极（多用于表达感情的顶点）,"[{""jp"": ""今度の惨事は痛恨の極みです"", ""cn"": ""这次的惨案令人非常痛心""}, {""jp"": ""ご出席いただきないことは遺憾の極みです"", ""cn"": ""对于您不能出席，感到非常遗憾""}]"
743,N1,～の末に,体言,最后；～的结果,"[{""jp"": ""相談の末、出発の時間を２月の初めに改めた"", ""cn"": ""商量的结果，不出发时间改在了２月初""}, {""jp"": ""考えに考えた末、引き受けないことにした"", ""cn"": ""反复考虑之后，决定不承担了""}]"
744,N1,～のみ,见 59,,[]
745,N1,～のみならず,用言连体形；体言,不但～而且～；不仅～还～,"[{""jp"": ""その器具は経済的であるのみならず、健康にもよいのだ"", ""cn"": ""那种器具不但经济，而且对健康也有利""}, {""jp"": ""殻は病弱であるのみならず、何かをやり遂げようとする意志にも欠けている"", ""cn"": ""他不仅病弱，还缺乏做成一件事情的毅力""}]"
