level,word,pitch_accent,pos,reading,meaning
 4-N1::3-低频,寡黙,⓪,ナ形・名,かもく,沉默寡言
 4-N1::3-低频,果敢,⓪,ナ形,かかん,果敢，当机立断
 3-N2::1-高频,歌詞,①,名,かし,歌词
 4-N1::2-中频,稼働,⓪,名・自他動3,かどう,劳动；（机器）运转
 3-N2::2-中低频,箇条,⓪,名,かじょう,条款，项目
 3-N2::1-高频,花粉,⓪,名,かふん,花粉
 4-N1::1-高频,過言,⓪,名,かごん,言过其实
 3-N2::2-中低频,芽生える,③②,自動2,めばえる,（植物、事情、感情等）发芽，萌芽
 4-N1::3-低频,会心,⓪,名,かいしん,满意，得意
 2-N3::2-中低频,会費,⓪,名,かいひ,会费
 4-N1::1-高频,解き放つ,④⓪,他動1,ときはなつ,解开，放开，解放
 4-N1::2-中频,解析,⓪,他動3・名,かいせき,解析，分析
 3-N2::2-中低频,回りくどい,⑤,イ形,まわりくどい,不直截了当，转弯抹角的
 4-N1::2-中频,回想,⓪,他動3・名,かいそう,回想
 4-N1::1-高频,回避,①⓪,名・自動3,かいひ,回避；推卸
 3-N2::1-高频,回路,①,名,かいろ,电路，回路，线路
 4-N1::1-高频,快楽,⓪①,名,かいらく,快乐，享乐
 4-N1::3-低频,快諾,⓪,名・他動3,かいだく,欣然允诺
 4-N1::3-低频,戒める,④⓪,他動2,いましめる,劝诫；戒除；警戒
 4-N1::1-高频,改修,⓪,名・他動3,かいしゅう,（道路、建筑等）改建，修复
 3-N2::2-中低频,改訂,⓪,名・他動3,かいてい,（书籍、文件等）修订
 3-N2::2-中低频,海上,⓪,名,かいじょう,海上
 4-N1::2-中频,海底,⓪,名,かいてい,海底
 4-N1::3-低频,開園,⓪,名・自他動3,かいえん,开设（公园或幼儿园等）；（公园或幼儿园等）开门
 4-N1::3-低频,開業,⓪,名・自他動3,かいぎょう,开业；正在营业
 4-N1::3-低频,開校,⓪,名・自他動3,かいこう,开设学校，建校
 3-N2::2-中低频,開封,⓪,他動3・名,かいふう,开封，拆开
 4-N1::1-高频,外的,⓪,ナ形,がいてき,外部的
 4-N1::3-低频,概観,⓪,他動3・名,がいかん,概览，概观
 4-N1::2-中频,概略,⓪,名,がいりゃく,概略，概要
 4-N1::2-中频,街灯,⓪,名,がいとう,街灯，路灯
 3-N2::1-高频,格段,⓪,名・ナ形・副,かくだん,格外，特别
 4-N1::2-中频,核心,⓪,名,かくしん,核心，关键
 4-N1::3-低频,隔週,⓪,名,かくしゅう,隔一周
 4-N1::2-中频,割り振る,③,他動1,わりふる,分摊，分派
 4-N1::3-低频,割り当て,⓪,名,わりあて,分配，分摊
 4-N1::3-低频,株式,②,名,かぶしき,股份制；股票
 4-N1::2-中频,喚起,①,他動3・名,かんき,唤起，提醒
 3-N2::2-中低频,たまらない,⓪,連語,たまらない,（好坏事均可用）不堪的，忍受不了的
 4-N1::1-高频,堪能,⓪,名・ナ形・自他動3,たんのう,精通；十分满足，享受
 4-N1::3-低频,完結,⓪,名・自動3,かんけつ,完结，结束
 3-N2::2-中低频,完備,①,名・自他動3,かんび,完备，完善
 3-N2::1-高频,感じ取る,④,他動1,かんじとる,感受到，感觉到
 3-N2::1-高频,感性,①,名,かんせい,感受性，感性
 4-N1::3-低频,感銘,⓪,名,かんめい,铭感，铭刻在心中
 3-N2::2-中低频,慣れ,②,名,なれ,习惯，习惯化
 4-N1::1-高频,簡便,⓪,ナ形・名,かんべん,简便
 4-N1::2-中频,肝要,⓪,名・ナ形,かんよう,重要，关键
 4-N1::3-低频,鑑みる,④,自他動2,かんがみる,鉴于
 4-N1::1-高频,閑静,①,ナ形・名,かんせい,清净，幽静
 3-N2::2-中低频,含み,③,名,ふくみ,含有，内含；暗示
 4-N1::3-低频,顔負け,⓪,名・自動3,かおまけ,相形见绌
 3-N2::2-中低频,危機感,②,名,ききかん,危机感
 4-N1::2-中频,危惧,①,他動3・名,きぐ,危惧，担心，担忧
 4-N1::1-高频,寄り添う,③,自動1,よりそう,（身体）贴近，挨近
 3-N2::2-中低频,寄り道,⓪,名・自動3,よりみち,顺路去
 3-N2::1-高频,寄付,①,他動3・名,きふ,捐助，捐赠
 3-N2::1-高频,機種,①,名,きしゅ,机种，种类
 4-N1::1-高频,気まずい,⓪③,イ形,きまずい,不融洽的，不愉快的，尴尬
 4-N1::2-中频,気概,⓪,名,きがい,气概，气魄
 4-N1::2-中频,気合,⓪,名,きあい,气势，劲头
 4-N1::3-低频,気心,②⓪,名,きごころ,性情，脾气，性格
 4-N1::1-高频,気力,⓪①,名,きりょく,元气，精力
 3-N2::1-高频,貴社,①②,名,きしゃ,贵公司
 4-N1::3-低频,貴店,①,名,きてん,贵商店
 3-N2::2-中低频,輝かしい,⑤,イ形,かがやかしい,耀眼的；辉煌的，灿烂的
 4-N1::2-中频,偽る,③,他動1,いつわる,歪曲，说谎；冒充，欺骗
 1-N4+N5,よろしく,⓪,副,よろしく,适当地；请关照
 4-N1::2-中频,戯れる,④,自動2,たわむれる,玩耍；闹着玩；调情
 4-N1::2-中频,疑わしい,⑤⓪,イ形,うたがわしい,可疑的；不确定
 4-N1::3-低频,議事,①,名,ぎじ,议事
 4-N1::1-高频,逆らう,③,自動1,さからう,逆；违抗
 4-N1::3-低频,逆行,⓪,名・自動3,ぎゃっこう,逆行，倒行，退行，开倒车
 4-N1::2-中频,休止,⓪,名・自他動3,きゅうし,休止，停止
 4-N1::2-中频,急 遽[きょ],①,副,きゅうきょ,匆忙，仓皇
 3-N2::2-中低频,急増,⓪,名・自他動3,きゅうぞう,急剧增加
 4-N1::2-中频,急務,①,名,きゅうむ,紧急任务，当务之急
 4-N1::3-低频,球根,⓪,名,きゅうこん,（植物）球根
 2-N3::2-中低频,球場,⓪,名,きゅうじょう,棒球场
 4-N1::3-低频,球状,⓪,名,きゅうじょう,球状
 4-N1::1-高频,究明,⓪,名・他動3,きゅうめい,调查清楚
 4-N1::3-低频,巨匠,⓪,名,きょしょう,（艺术领域的）巨匠，泰斗
 4-N1::1-高频,拒む,②,他動1,こばむ,拒绝；阻挡
 4-N1::3-低频,挙句の果て,,成句,あげくのはて,归根到底，最终
 4-N1::3-低频,漁獲,⓪,名,ぎょかく,捕鱼，捕捞；渔获
 4-N1::2-中频,供与,①,名・他動3,きょうよ,供给，提供
 4-N1::2-中频,競合,⓪,名・自動3,きょうごう,竞争
 2-N3::2-中低频,共,⓪①,名・接尾,とも,一起，共同；一共；都
 3-N2::1-高频,共有,⓪,他動3・名,きょうゆう,共有，共享
 4-N1::2-中频,凶器,①,名,きょうき,凶器
 3-N2::2-中低频,強風,⓪③,名,きょうふう,强风，大风
 4-N1::2-中频,強要,⓪,他動3・名,きょうよう,强行要求
 4-N1::1-高频,恐竜,⓪,名,きょうりゅう,恐龙
 4-N1::1-高频,狂気,①,名,きょうき,发疯，发狂
 4-N1::3-低频,狭める,③,他動2,せばめる,缩小，缩短（空间、间隔、范围等）
 3-N2::2-中低频,矯正,⓪,名・他動3,きょうせい,矫正
 4-N1::3-低频,仰天,⓪③,名・自動3,ぎょうてん,非常吃惊
 4-N1::3-低频,凝縮,⓪,名・自他動3,ぎょうしゅく,凝结，凝聚
 4-N1::1-高频,局面,③⓪,名,きょくめん,局面，局势
 3-N2::2-中低频,極まりない,⑤,イ形,きわまりない,极其的
 4-N1::1-高频,極力,②⓪,副,きょくりょく,极力，尽量
 4-N1::1-高频,均質,⓪,名・ナ形,きんしつ,均质，等质
 4-N1::2-中频,緊迫,⓪,名・自動3,きんぱく,紧迫，紧张
 4-N1::1-高频,緊密,⓪,名・ナ形,きんみつ,紧密，密切
 4-N1::3-低频,金具,⓪,名,かなぐ,小五金，金属零件
 4-N1::1-高频,駆け寄る,③⓪,自動1,かけよる,跑到跟前
 3-N2::2-中低频,駆られる,⓪,連語,かられる,受……驱使
 4-N1::1-高频,駆除,①,名・他動3,くじょ,（用药剂等）消灭，驱除
 4-N1::1-高频,空白,⓪,名・ナ形,くうはく,空白
 3-N2::2-中低频,かがむ,⓪,自動1,かがむ,弯腰；蹲下
 3-N2::2-中低频,恵み,⓪,名,めぐみ,恩惠
 4-N1::2-中频,憩い,⓪,名,いこい,休息
 4-N1::1-高频,敬遠,⓪,名・他動3,けいえん,敬而远之，有意回避
 4-N1::1-高频,景観,⓪,名,けいかん,景观，风景
 3-N2::2-中低频,蛍光,⓪,名,けいこう,荧光
 3-N2::2-中低频,劇的,⓪,ナ形,げきてき,戏剧性的
 4-N1::3-低频,欠航,⓪,名・自動3,けっこう,（船舶、飞机）停运
 3-N2::2-中低频,決まって,⓪,副,きまって,一定，总是
 3-N2::2-中低频,決まり文句,④,名,きまりもんく,口头禅，套话
 3-N2::2-中低频,決断力,③,名,けつだんりょく,决断力，魄力
 3-N2::2-中低频,決着,⓪,名・自動3,けっちゃく,解决，了结
 3-N2::2-中低频,結び,⓪,名,むすび,结，系；结束，结尾；饭团
 4-N1::3-低频,血縁,⓪,名,けつえん,血缘
 4-N1::1-高频,血行,⓪,名,けっこう,血液循环
 4-N1::1-高频,懸念,①⓪,他動3・名,けねん,担心，惦记
 3-N2::2-中低频,検察,⓪,名・他動3,けんさつ,检察
 4-N1::2-中频,検証,⓪,名・他動3,けんしょう,验证，检验；勘验
 3-N2::2-中低频,検診,⓪,名・他動3,けんしん,检查疾病，诊察
 4-N1::2-中频,見とれる,⓪,自動2,みとれる,看入迷
 4-N1::3-低频,見栄え,⓪③②,名,みばえ,（显得）好看，美观
 4-N1::3-低频,見境,⓪,名,みさかい,分辨（事物，判断善恶好坏）
 4-N1::1-高频,見極める,④⓪,他動2,みきわめる,看透（事物的本质）；弄清楚
 4-N1::1-高频,見識,⓪,名,けんしき,见识，见地，见解
 4-N1::2-中频,見受ける,③⓪,他動2,みうける,看上去（看后判断出）；看到
 3-N2::2-中低频,見張る,⓪,他動1,みはる,（「目を見張る」の形で）瞠目而视；监视
 4-N1::2-中频,見入る,②⓪,自他動1,みいる,注视，看得出神
 4-N1::3-低频,見聞,⓪,名・他動3,けんぶん,见闻，知识
 4-N1::1-高频,見返り,⓪,名,みかえり,回头看，回顾；抵押品，回报
 3-N2::2-中低频,見放す,③⓪,他動1,みはなす,断绝关系，抛弃
 4-N1::3-低频,元祖,①,名,がんそ,第一代祖先；鼻祖，创始者
 3-N2::1-高频,原作,⓪,名,げんさく,原作，原著
 4-N1::3-低频,原点,①⓪,名,げんてん,原点，基准点；出发点，根源
 4-N1::2-中频,原動力,③,名,げんどうりょく,动力，原动力
 4-N1::3-低频,原油,⓪,名,げんゆ,原油
 2-N3::2-中低频,厳禁,⓪,他動3・名,げんきん,严禁
 3-N2::2-中低频,厳守,①,他動3・名,げんしゅ,严格遵守
 4-N1::1-高频,幻想,⓪,名・他動3,げんそう,幻想
 3-N2::2-中低频,めりはり,⓪,名,めりはり,张弛，特指语调和文章的抑扬顿挫
 4-N1::3-低频,減税,⓪,名・自他動3,げんぜい,减税
 4-N1::2-中频,現時点,"①+①,①+⓪",名,げんじてん,目前，现在
 4-N1::1-高频,現役,⓪,名,げんえき,现役（人员）；应届高考考生
 4-N1::2-中频,言い回し,⓪,名,いいまわし,措辞
 4-N1::2-中频,言い残す,④,他動1,いいのこす,未说完；留话，遗言
 4-N1::2-中频,言い渡す,④,他動1,いいわたす,（上对下）宣告，宣判
 4-N1::1-高频,言い放つ,④,他動1,いいはなつ,断言
 4-N1::2-中频,言及,⓪,名・自動3,げんきゅう,提及，说到
 4-N1::1-高频,言動,⓪,名,げんどう,言语和行动，言行
 3-N2::2-中低频,個々,①,名,ここ,各个，各自
 3-N2::1-高频,個体,⓪,名,こたい,个体
 4-N1::3-低频,古めかしい,⑤,イ形,ふるめかしい,古色古香的
 4-N1::2-中频,呼び寄せる,④,他動2,よびよせる,叫来
 4-N1::1-高频,戸惑う,③,自動1,とまどう,困惑，不知所措
 4-N1::3-低频,もも,①,名,もも,大腿
 4-N1::3-低频,顧客,⓪,名,こきゃく,顾客
 4-N1::2-中频,五感,⓪,名,ごかん,（视觉、听觉、嗅觉、味觉、触觉的）五感
 4-N1::2-中频,後ろめたい,⑤,イ形,うしろめたい,内疚，亏心
 3-N2::2-中低频,後ろ向き,⓪,名・ナ形,うしろむき,背对；消极
 4-N1::3-低频,後援,⓪,名・他動3,こうえん,后援，支援；援军
 3-N2::2-中低频,後日,①⓪,名,ごじつ,日后；事后
 3-N2::2-中低频,後戻り,③,名・自動3,あともどり,（空间或时间上）倒退；（学习、经济等）退步
 3-N2::2-中低频,語りかける,⑤,自他動2,かたりかける,告诉，诉说
 4-N1::3-低频,誤作動,②,名・自動3,ごさどう,运转失误，控制失灵
 4-N1::1-高频,交錯,⓪,名・自動3,こうさく,交错，错杂
 4-N1::1-高频,効能,⓪,名,こうのう,效能，功效
 4-N1::3-低频,厚生,⓪,名,こうせい,厚生，保健
 4-N1::2-中频,口出し,⓪,名・自動3,くちだし,插嘴，干预
 3-N2::2-中低频,工科,①,名,こうか,工科，工学院
 4-N1::3-低频,工程,⓪,名,こうてい,工序；阶段
 4-N1::3-低频,工面,①⓪,名・他動3,くめん,设法筹措；经济状况
 4-N1::1-高频,広大,⓪,名・ナ形,こうだい,广阔，宏大
 4-N1::2-中频,恒例,⓪,名,こうれい,惯例，常规
 3-N2::1-高频,抗体,⓪,名,こうたい,抗体
 3-N2::2-中低频,控えめ,⓪④,ナ形・名,ひかえめ,谦虚，谨慎；节制
 4-N1::3-低频,控え室,③②,名,ひかえしつ,等候室，休息室
 3-N2::2-中低频,攻め,②,名,せめ,进攻，攻击
 3-N2::2-中低频,更新,⓪,名・自他動3,こうしん,更新，革新
 4-N1::3-低频,更生,⓪,名・自他動3,こうせい,更生，复兴；改过自新；废物再利用
 4-N1::3-低频,校正,⓪,他動3・名,こうせい,校对，校正
 4-N1::3-低频,構想,⓪,名・他動3,こうそう,构想，设想
 4-N1::1-高频,構築,⓪,他動3・名,こうちく,构筑，构建
 3-N2::2-中低频,江戸,⓪,名,えど,江户
 3-N2::2-中低频,考え込む,⑤⓪,自他動1,かんがえこむ,沉思
 3-N2::2-中低频,考え出す,⑤⓪,他動1,かんがえだす,想出来；开始考虑
 3-N2::2-中低频,行き詰まる,④,自動1,いきづまる,走到尽头，行不通；停滞不前，陷入僵局
 4-N1::2-中频,行き届く,④,自動1,いきとどく,周到，无微不至
 4-N1::2-中频,行く手,⓪③,名,ゆくて,去处，前方，前途
 4-N1::3-低频,講読,⓪,名・他動3,こうどく,讲解
 4-N1::2-中频,高々,②,副,たかだか,高高地；高声地；顶多
 3-N2::2-中低频,高み,⓪①,名,たかみ,高处
 3-N2::2-中低频,高温,⓪,名,こうおん,高温
 4-N1::1-高频,高額,⓪,名・ナ形,こうがく,高额，巨额；大额
 4-N1::2-中频,高揚,⓪,名・自他動3,こうよう,高昂
 3-N2::1-高频,高齢,⓪,名,こうれい,高龄；65岁以上的老人
 2-N3::2-中低频,合わせて,②,連語,あわせて,（合）共计；（併）同时
 4-N1::2-中频,克明,⓪②,ナ形,こくめい,细致，详细
 3-N2::1-高频,今や,①,副,いまや,正是现在；如今，当今；眼看就
 4-N1::1-高频,困惑,⓪,名・自動3,こんわく,困惑，不知所措
 3-N2::2-中低频,根強い,③,イ形,ねづよい,根深蒂固的，不易动摇的
 4-N1::1-高频,根源,③⓪,名,こんげん,根源
 3-N2::2-中低频,根性,①,名,こんじょう,性情，秉性；毅力
 3-N2::2-中低频,根本的,⓪,ナ形,こんぽんてき,根本的
 3-N2::2-中低频,梱[こん]包,⓪,名・他動3,こんぽう,包装并捆扎，打包
 3-N2::2-中低频,差し入れ,⓪,他動3・名,さしいれ,向监狱送生活用品；（送给闭门工作者的）慰劳品
 4-N1::3-低频,差異,①,名,さい,差异，不同之处
 4-N1::3-低频,査定,⓪,名・他動3,さてい,评估，评定
 3-N2::2-中低频,座標,⓪,名,ざひょう,坐标
 3-N2::1-高频,再開,⓪,名・自他動3,さいかい,重新进行，恢复
 3-N2::2-中低频,最強,⓪,名,さいきょう,最强
 2-N3::2-中低频,最上,⓪,名,さいじょう,最上面；最高，最好
 4-N1::3-低频,彩り,④⓪,名,いろどり,彩色，着色；配色，色彩搭配；情趣，趣味
 4-N1::1-高频,採取,①⓪,名・他動3,さいしゅ,采集，选取，提取
 3-N2::2-中低频,採集,⓪,名・他動3,さいしゅう,搜集，采集
 4-N1::3-低频,歳月,①,名,さいげつ,岁月，年月
 4-N1::1-高频,細心,⓪,名・ナ形,さいしん,细心，小心谨慎
 4-N1::2-中频,細分,⓪,他動3・名,さいぶん,细分，详细划分
 4-N1::3-低频,財,①,名,ざい,财产，财富；财宝
 4-N1::1-高频,作動,⓪,名・自動3,さどう,（机械装置）工作，发动
 4-N1::1-高频,作用,①,名・自動3,さよう,作用
 3-N2::2-中低频,昨今,①,名,さっこん,近来，最近
 2-N3::2-中低频,策,①②,名,さく,策划，谋略
 3-N2::2-中低频,冊子,①⓪,名,さっし,用线装订的书，也泛指一般的书籍
 4-N1::1-高频,察知,①⓪,名・他動3,さっち,察觉
 4-N1::3-低频,擦り切れる,④⓪,自動2,すりきれる,磨损，磨破
 4-N1::3-低频,雑貨,⓪,名,ざっか,杂货
 4-N1::3-低频,雑踏,⓪,名・自動3,ざっとう,拥挤（的人群）
 4-N1::1-高频,さらす,⓪,他動1,さらす,暴晒；暴露于
 4-N1::3-低频,山積,⓪,名・自動3,さんせき,堆积如山
 4-N1::1-高频,仕掛け,⓪,名,しかけ,开始做，做到一半；装置，机关
 4-N1::1-高频,仕業,⓪,名,しわざ,勾当，捣鬼
 4-N1::1-高频,仕込む,②,他動1,しこむ,训练，指导；（饭店、商店）进货；酿造
 4-N1::1-高频,仕草,①⓪,名,しぐさ,动作，举止，表情
 4-N1::3-低频,仕入れ,⓪,名,しいれ,采购，买进
 4-N1::3-低频,仕分け,⓪,名・他動3,しわけ,区分，分类
 4-N1::2-中频,仕返し,⓪,名・自動3,しかえし,报复；重做
 4-N1::2-中频,使いこなす,⑤,他動1,つかいこなす,熟练掌握，运用自如
 4-N1::3-低频,市議会,②,名,しぎかい,市议会
 3-N2::2-中低频,市販,⓪,名・他動3,しはん,在市场公开出售
 4-N1::2-中频,志願,①,名・自他動3,しがん,志愿，报名，申请
 3-N2::2-中低频,思いやり,⓪,名,おもいやり,体贴，关怀
 4-N1::2-中频,思い詰める,⑤,自他動2,おもいつめる,钻牛角尖，想不开
 4-N1::3-低频,思い上がる,⑤,自動1,おもいあがる,骄傲自大
 4-N1::2-中频,思い入れ,⓪,名,おもいいれ,对某事有很深的感情；沉思的表情
 4-N1::2-中频,思い悩む,⑤⓪,自動1,おもいなやむ,苦恼，发愁，伤脑筋
 3-N2::1-高频,思う存分,②,副,おもうぞんぶん,尽情地
 4-N1::1-高频,思索,⓪,名・自他動3,しさく,思考，思索
 4-N1::1-高频,思春期,②,名,ししゅんき,青春期
 4-N1::3-低频,指向,⓪,他動3・名,しこう,指向，面向
 4-N1::2-中频,支障,⓪,名,ししょう,障碍
 4-N1::2-中频,死後,①,名,しご,死后
 4-N1::3-低频,死滅,⓪,名・自動3,しめつ,死绝，灭绝，绝种
 4-N1::1-高频,私的,⓪,ナ形,してき,私人的，个人的
 4-N1::3-低频,紫外線,⓪,名,しがいせん,紫外线
 3-N2::2-中低频,視力,①⓪,名,しりょく,视力
 3-N2::1-高频,試み,⓪④③,名,こころみ,尝试
 4-N1::3-低频,試行,⓪,名・他動3,しこう,试行，试验
 3-N2::2-中低频,試行錯誤,④,他動3・名,しこうさくご,反复试验，反复摸索
 4-N1::3-低频,試練,①⓪,名,しれん,锻炼，考验
 4-N1::1-高频,歯止め,⓪③,名,はどめ,车闸；煞住
 4-N1::1-高频,事象,⓪,名,じしょう,事态，现象
 3-N2::2-中低频,似せる,⓪,他動2,にせる,模仿，伪造
 4-N1::3-低频,似たり寄ったり,"②+③,④",名・ナ形,にたりよったり,半斤八两，大同小异
 4-N1::3-低频,字体,⓪,名,じたい,字体
 3-N2::2-中低频,慈善,⓪,名,じぜん,慈善，救济
 4-N1::2-中频,持ちかける,④⓪,他動2,もちかける,提出话题，倡议
 4-N1::2-中频,持て余す,④⓪,他動1,もてあます,难于处理，无法对付
 4-N1::3-低频,時代遅れ,④,ナ形・名,じだいおくれ,过时，落伍
 3-N2::2-中低频,自我,①,名,じが,自我；个性
 4-N1::2-中频,自国,①⓪,名,じこく,本国
 3-N2::2-中低频,自社,①,名,じしゃ,自己的公司
 3-N2::2-中低频,自主,①,名,じしゅ,自主
 4-N1::3-低频,自粛,⓪,名・他動3,じしゅく,自慎，自我约束
 4-N1::3-低频,自制,⓪,名・自他動3,じせい,自制，自我克制
 3-N2::1-高频,自体,①,名,じたい,自身
 4-N1::2-中频,軸,②,名,じく,轴，中心
 4-N1::3-低频,実況,⓪,名,じっきょう,实况
 4-N1::1-高频,実在,⓪,名・自動3,じつざい,实际存在
 4-N1::3-低频,煮詰める,③,他動2,につめる,把……煮得没有水分；使（问题）接近解决，使（讨论、计划等）进入最后阶段
 4-N1::1-高频,遮断,⓪,名・他動3,しゃだん,切断，阻隔
 4-N1::2-中频,邪悪,⓪,ナ形・名,じゃあく,邪恶
 4-N1::3-低频,釈明,⓪,名・自他動3,しゃくめい,阐明，说明，申明，辩解
 4-N1::3-低频,弱音,⓪②,名,よわね,泄气的话
 4-N1::3-低频,弱肉強食,⓪+⓪,名,じゃくにくきょうしょく,弱肉强食
 4-N1::3-低频,主演,⓪,名・自動3,しゅえん,主演，主角
 4-N1::3-低频,主旨,①,名,しゅし,主旨，中心思想
 3-N2::1-高频,主人公,②,名,しゅじんこう,主人公
 4-N1::2-中频,主体性,⓪,名,しゅたいせい,自主性；主体性
 4-N1::3-低频,取りやめる,④⓪,他動2,とりやめる,停止，中止，取消
 3-N2::2-中低频,取り返す,③⓪,他動1,とりかえす,夺回；挽回
 4-N1::3-低频,取り立てて,⓪,副,とりたてて,（并不）值得一提
 4-N1::3-低频,取り立てる,④⓪,他動2,とりたてる,催收，强征；提拔；特别列举
 3-N2::2-中低频,手違い,②,名,てちがい,（事物的步骤或手续）错误，差错
 3-N2::2-中低频,手応え,②,名,てごたえ,（撞击，打击时的）手感；（对方对于自己所做之事的）反应
 4-N1::2-中频,手がける,③,他動2,てがける,亲自负责，亲自培养
 4-N1::1-高频,手助け,②,他動3・名,てだすけ,帮助，搭把手
 4-N1::3-低频,殊更,⓪,副,ことさら,特别；故意
 3-N2::2-中低频,狩り,①,名,かり,打猎；采集；观赏
 4-N1::1-高频,種子,①,名,しゅし,种子
 4-N1::2-中频,受け答え,⓪,名・自動3,うけこたえ,应答，对答，应付
 4-N1::3-低频,受注,⓪,名・他動3,じゅちゅう,接受订货
 4-N1::2-中频,収束,⓪,名・自他動3,しゅうそく,平息，得到解决
 3-N2::2-中低频,収納,⓪,他動3・名,しゅうのう,收纳
 4-N1::2-中频,就任,⓪,名・自動3,しゅうにん,就任
 4-N1::2-中频,修業,⓪,名・自他動3,しゅぎょう,学习（技能），钻研
 4-N1::3-低频,修士,①,名,しゅうし,硕士
 4-N1::1-高频,修復,⓪,名・他動3,しゅうふく,修复
 4-N1::3-低频,終止,⓪,名・自動3,しゅうし,终止
 4-N1::2-中频,終止符,③,名,しゅうしふ,（英文）句点，句号；结局
 4-N1::3-低频,終息,⓪,名・自動3,しゅうそく,停息，结束
 4-N1::3-低频,集い,②⓪,名,つどい,聚会，集会
 4-N1::3-低频,集大成,③,名・他動3,しゅうたいせい,集大成，汇集
 4-N1::1-高频,住人,⓪,名,じゅうにん,居民
 4-N1::3-低频,充足,⓪,名・自他動3,じゅうそく,充足；补充
 3-N2::1-高频,充満,⓪,名・自動3,じゅうまん,充满
 4-N1::3-低频,従属,⓪,名・自動3,じゅうぞく,从属，附属
 3-N2::2-中低频,柔軟性,⓪,名,じゅうなんせい,柔软性；灵活性
 3-N2::2-中低频,重み,⓪,名,おもみ,分量；威信
 4-N1::2-中频,重圧,⓪,名,じゅうあつ,沉重的压力
 4-N1::2-中频,重厚,⓪,ナ形・名,じゅうこう,（性格等）沉着，庄重
 4-N1::3-低频,重心,⓪,名,じゅうしん,重心，平衡
 4-N1::1-高频,熟慮,①,他動3・名,じゅくりょ,深思熟虑
 3-N2::2-中低频,出願,⓪,名・自他動3,しゅつがん,申请，申报志愿
 3-N2::2-中低频,出社,⓪,名・自動3,しゅっしゃ,上班
 4-N1::3-低频,出題,⓪,名・自他動3,しゅつだい,出题
 3-N2::2-中低频,出店,⓪,名・自他動3,しゅってん,开店
 4-N1::1-高频,出番,⓪②,名,でばん,值班；出场（做某事）
 4-N1::1-高频,瞬時,①,名,しゅんじ,瞬间
 3-N2::1-高频,順位,①,名,じゅんい,顺序，等级，名次
 4-N1::1-高频,順応,⓪,名・自動3,じゅんのう,顺应，适应
 4-N1::1-高频,もろもろ,⓪,名,もろもろ,诸多，许多
 4-N1::1-高频,助長,⓪,他動3・名,じょちょう,助长，促进
 3-N2::1-高频,勝者,①,名,しょうしゃ,胜者，胜利的人
 4-N1::3-低频,小心,③⓪,ナ形・名,しょうしん,小心眼，胆小；小心谨慎
 4-N1::3-低频,小路,①⓪,名,こうじ,小巷，胡同
 4-N1::3-低频,少人数,③,名,しょうにんずう,人数少
 4-N1::1-高频,消え去る,③,自動1,きえさる,消失
 3-N2::2-中低频,照れくさい,④,イ形,てれくさい,害羞，难为情
 4-N1::3-低频,照会,⓪,名・他動3,しょうかい,询问，查询
 4-N1::1-高频,衝動,⓪,名,しょうどう,冲动
 2-N3::2-中低频,上空,⓪,名,じょうくう,上空，高空
 4-N1::3-低频,上書き,⓪,名・他動3,うわがき,写在上面；（电脑用语）覆盖
 2-N3::2-中低频,上場,⓪,名・他動3,じょうじょう,（经济）上市；上演
 4-N1::2-中频,上陸,⓪,名・自動3,じょうりく,登陆
 4-N1::1-高频,乗り出す,③,自他動1,のりだす,乘（车船等）出去；着手；探出
 4-N1::2-中频,場当たり,②⓪,名・ナ形,ばあたり,即兴；权宜
 4-N1::3-低频,拭き取る,③,他動1,ふきとる,擦拭，擦掉
 4-N1::3-低频,植木鉢,③,名,うえきばち,花盆
 3-N2::2-中低频,職種,⓪,名,しょくしゅ,（职业或职务的）种类
 4-N1::2-中频,色とりどり,④,名・ナ形,いろとりどり,五彩缤纷；形形色色
 4-N1::2-中频,色気,③,名,いろけ,色泽；性诱惑力，春心；风趣
 4-N1::1-高频,色合い,⓪,名,いろあい,色调；色彩
 3-N2::2-中低频,触れ合う,③,自動1,ふれあう,接触；（心灵的）碰撞
 4-N1::3-低频,触発,⓪,名・自他動3,しょくはつ,受到刺激（而去做某事）
 4-N1::2-中频,食い止める,④⓪,他動2,くいとめる,防止，阻止，控制住（情况的发展或扩大）
 4-N1::2-中频,心外,⓪,名,しんがい,（对方的行为或事情的结果出乎意料而感到）遗憾，意外
 4-N1::1-高频,心地よい,④,イ形,ここちよい,惬意的，舒适的
 4-N1::3-低频,新奇,①,ナ形・名,しんき,新奇事物
 2-N3::2-中低频,新型,⓪,名,しんがた,新型
 4-N1::2-中频,新品,⓪,名,しんぴん,新商品
 4-N1::1-高频,浸る,⓪②,自動1,ひたる,浸；沉迷
 3-N2::2-中低频,深み,③⓪②,名,ふかみ,深处；深度
 4-N1::3-低频,深化,①,名・自他動3,しんか,深化，加深
 3-N2::2-中低频,真,①,名,しん,真的，真正
 4-N1::3-低频,真偽,①,名,しんぎ,真伪
 4-N1::2-中频,真上,③,名,まうえ,正上方
 4-N1::1-高频,真正面,②④,名,ましょうめん,正对面
 4-N1::2-中频,神経質,③,名・ナ形,しんけいしつ,神经质，过分在意
 4-N1::3-低频,親近感,③,名,しんきんかん,亲切感
 4-N1::2-中频,親心,③,名,おやごころ,父母心；父母般的关怀
